Information,Record_No,273,Record_No,274,Record_No,275,Record_No,276,Record_No,277,Record_No,278,Record_No,279,Record_No,280,Record_No,281,Record_No,282,Record_No,283,Record_No,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76.5,9.053201,76.5,52.8811,76.5,156.616,76.5,286.5753,76.5,312.6547,76.5,386.9678,76.5,277.8062,76.5,379.4681,76.5,271.5743,76.5,365.8535,193,25.82351,193,15.13468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,77,9.88671,77,54.31008,77,159.823,77,289.6854,77,314.0979,77,388.1823,77,275.9944,77,377.3784,77,268.8756,77,363.2099,194,28.31956,194,17.81828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,77.5,11.91708,77.5,55.72474,77.5,164.4233,77.5,292.6864,77.5,315.313,77.5,389.8967,77.5,275.7425,77.5,376.1371,77.5,268.9854,77.5,362.438,195,30.52112,195,21.1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,78,13.67875,78,56.38541,78,172.0003,78,297.5332,78,316.3982,78,390.855,78,275.1664,78,375.8145,78,269.6137,78,361.4744,196,29.54023,196,22.03579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,78.5,15.04536,78.5,57.05974,78.5,179.4136,78.5,302.8302,78.5,317.9886,78.5,391.0609,78.5,273.643,78.5,375.3231,78.5,268.7564,78.5,359.9642,197,28.64481,197,23.43809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,79,16.89611,79,58.65133,79,184.1111,79,306.0395,79,318.3813,79,390.4757,79,273.0269,79,375.223,79,267.4677,79,358.8321,198,31.12119,198,27.31097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,79.5,18.63482,79.5,60.80526,79.5,188.667,79.5,309.2488,79.5,317.9438,79.5,390.1797,79.5,271.8,79.5,375.0629,79.5,265.4819,79.5,356.5897,199,35.80615,199,32.37922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,80,19.84157,80,63.14389,80,193.0888,80,312.5562,80,318.3551,80,390.5283,80,271.1151,80,375.8716,80,264.2846,80,354.7439,200,41.10807,200,36.94619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,80.5,21.01353,80.5,66.13914,80.5,196.177,80.5,314.431,80.5,319.6747,80.5,391.0107,80.5,271.5932,80.5,377.7147,80.5,265.0952,80.5,355.6866,201,49.2919,201,43.13802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,81,22.39175,81,69.81301,81,200.4397,81,317.7026,81,321.5656,81,391.9706,81,271.3319,81,379.1013,81,266.063,81,357.4043,202,57.83813,202,48.92581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,81.5,23.34429,81.5,73.19844,81.5,205.1365,81.5,321.8189,81.5,322.9038,81.5,392.4228,81.5,271.4586,81.5,380.4814,81.5,268.1109,81.5,358.7921,203,65.11676,203,54.43969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,82,23.79753,82,76.69421,82,209.0404,82,324.7569,82,323.4467,82,391.7561,82,271.8246,82,381.9419,82,269.3667,82,360.1295,204,72.31631,204,61.49121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,82.5,24.39561,82.5,80.44904,82.5,213.3782,82.5,328.3406,82.5,323.9345,82.5,391.0474,82.5,270.1928,82.5,382.6352,82.5,268.072,82.5,360.2666,205,78.19063,205,68.3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,83,25.22134,83,83.54417,83,216.0575,83,331.0618,83,324.1935,83,391.4264,83,267.9303,83,382.8005,83,268.0757,83,359.5426,206,81.83859,206,74.91726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,83.5,25.86893,83.5,86.22358,83.5,216.4494,83.5,332.4789,83.5,324.0716,83.5,392.1834,83.5,267.7897,83.5,383.8189,83.5,268.8916,83.5,360.0625,207,84.09787,207,80.73566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,84,26.54271,84,88.7297,84,215.9545,84,334.6053,84,324.2505,84,392.1166,84,267.9685,84,385.0627,84,268.6515,84,360.8618,208,87.02225,208,87.26865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,84.5,27.61129,84.5,90.3915,84.5,214.3382,84.5,336.8589,84.5,325.8108,84.5,392.6069,84.5,266.9839,84.5,386.1163,84.5,269.7444,84.5,362.3295,209,88.35609,209,92.95128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,85,29.01652,85,91.15044,85,213.0094,85,338.8183,85,326.6742,85,392.5525,85,266.1431,85,386.8888,85,272.2322,85,365.8217,210,89.63226,210,97.19308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,85.5,30.61755,85.5,91.31271,85.5,213.0089,85.5,341.2339,85.5,325.2879,85.5,390.8623,85.5,264.9279,85.5,386.7781,85.5,273.0941,85.5,367.1461,211,89.66853,211,101.1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,86,32.05777,86,90.58638,86,212.3961,86,342.8238,86,323.4699,86,389.1889,86,263.2448,86,387.259,86,271.8152,86,365.6042,212,89.82411,212,104.4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,86.5,33.87912,86.5,88.98991,86.5,209.8994,86.5,341.8112,86.5,321.2977,86.5,387.3189,86.5,262.0367,86.5,387.7718,86.5,270.9431,86.5,365.6575,213,88.66901,213,106.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,87,35.65087,87,87.02712,87,207.5858,87,340.387,87,319.2793,87,385.0419,87,261.0414,87,386.8625,87,270.8183,87,366.6933,214,89.29037,214,108.2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,87.5,36.30713,87.5,85.21467,87.5,206.1793,87.5,339.4834,87.5,317.8914,87.5,382.3083,87.5,260.4813,87.5,387.0601,87.5,270.9441,87.5,367.5556,215,91.65105,215,110.7416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,88,37.04941,88,84.49667,88,206.1258,88,339.6318,88,315.5939,88,379.1961,88,259.644,88,388.0354,88,272.2763,88,368.9476,216,94.19834,216,112.4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,88.5,38.17948,88.5,85.20827,88.5,209.4359,88.5,342.6513,88.5,311.5642,88.5,375.5638,88.5,257.5769,88.5,387.3222,88.5,272.3079,88.5,368.9698,217,98.32362,217,113.9466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,89,38.71236,89,86.92138,89,213.0444,89,345.3076,89,305.6241,89,369.0851,89,255.977,89,386.3767,89,270.1509,89,367.6763,218,102.9115,218,116.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,89.5,39.05944,89.5,90.35204,89.5,214.8096,89.5,345.8278,89.5,298.5478,89.5,360.87,89.5,254.7049,89.5,384.7125,89.5,267.8711,89.5,365.5769,219,107.0869,219,118.6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,90,39.59235,90,95.49471,90,217.5155,90,347.4765,90,292.9091,90,355.2351,90,252.5234,90,382.2764,90,264.8374,90,362.2433,220,110.5708,220,120.6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,90.5,39.51326,90.5,100.9784,90.5,220.3829,90.5,349.7799,90.5,289.8065,90.5,352.349,90.5,250.6586,90.5,381.1108,90.5,262.9998,90.5,360.5314,221,114.8989,221,124.3445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,91,39.04779,91,106.644,91,222.1884,91,351.3744,91,287.383,91,349.9467,91,249.9644,91,380.6568,91,262.7526,91,360.2993,222,117.7984,222,127.3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,91.5,38.81377,91.5,112.1045,91.5,225.2442,91.5,354.1098,91.5,285.0744,91.5,347.5563,91.5,249.6785,91.5,379.5571,91.5,261.6006,91.5,358.822,223,118.9242,223,129.9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,92,38.52985,92,116.5233,92,228.8786,92,357.3373,92,283.3044,92,345.4132,92,248.0506,92,377.4211,92,261.0271,92,356.8414,224,118.0788,224,131.0742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,92.5,38.28522,92.5,120.0376,92.5,230.9874,92.5,359.2649,92.5,280.8069,92.5,342.6959,92.5,245.6694,92.5,375.4997,92.5,259.7461,92.5,354.7073,225,117.2172,225,133.4418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,93,38.05079,93,122.6446,93,232.2871,93,360.6137,93,278.5942,93,340.1746,93,244.4761,93,373.7889,93,256.1318,93,351.6638,226,113.8038,226,132.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,93.5,37.85088,93.5,124.384,93.5,233.0154,93.5,361.4553,93.5,278.1661,93.5,339.5246,93.5,243.5291,93.5,371.3963,93.5,252.8624,93.5,348.1382,227,110.9555,227,132.4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,94,38.42622,94,125.9206,94,232.9993,94,361.3601,94,278.0029,94,339.5501,94,242.3028,94,370.0228,94,251.3203,94,346.8188,228,109.8588,228,134.0742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,94.5,39.37678,94.5,127.1219,94.5,234.4615,94.5,362.3282,94.5,277.7757,94.5,338.4854,94.5,240.4306,94.5,368.5047,94.5,250.7354,94.5,347.026,229,109.5087,229,135.0814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,95,40.22341,95,127.8031,95,236.4803,95,364.8994,95,277.0938,95,336.9815,95,237.8432,95,365.6224,95,249.6937,95,345.3697,230,109.1382,230,136.1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,95.5,41.97725,95.5,128.3398,95.5,236.576,95.5,366.0999,95.5,274.6798,95.5,335.4807,95.5,235.953,95.5,363.658,95.5,247.4489,95.5,343.2144,231,111.156,231,138.1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,96,44.50165,96,128.0754,96,236.8248,96,366.3672,96,272.2024,96,333.1001,96,233.857,96,361.5683,96,244.662,96,340.7607,232,114.9071,232,140.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,96.5,46.42298,96.5,126.7087,96.5,237.3519,96.5,367.6151,96.5,271.5235,96.5,330.5871,96.5,231.1035,96.5,359.3877,96.5,243.0011,96.5,338.5608,233,118.485,233,141.5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,97,48.24257,97,125.2354,97,236.4749,97,367.8658,97,270.8389,97,327.8985,97,229.1575,97,357.725,97,241.9273,97,337.9644,234,122.8216,234,143.5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,97.5,50.70096,97.5,123.7812,97.5,236.8464,97.5,368.446,97.5,270.3033,97.5,326.2591,97.5,227.1254,97.5,354.94,97.5,240.4048,97.5,338.1888,235,127.3839,235,145.4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,98,52.83274,98,121.4814,98,238.5511,98,370.3952,98,270.8684,98,325.9755,98,224.7522,98,353.2463,98,241.3264,98,339.9947,236,130.0266,236,146.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,98.5,54.7293,98.5,118.9674,98.5,238.94,98.5,371.3433,98.5,269.9488,98.5,323.4074,98.5,223.1931,98.5,352.5796,98.5,243.0477,98.5,340.885,237,131.3645,237,147.2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,99,56.90485,99,117.6094,99,240.4874,99,372.4781,99,268.4508,99,319.8381,99,220.9385,99,349.9131,99,241.8525,99,338.4704,238,132.9673,238,148.9956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,99.5,58.40501,99.5,116.7995,99.5,242.5874,99.5,373.6515,99.5,267.7008,99.5,317.9385,99.5,217.0081,99.5,346.3282,99.5,240.2916,99.5,336.2539,239,132.2066,239,149.3976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,100,59.36207,100,116.0888,100,242.3873,100,373.2269,100,266.3999,100,316.0314,100,213.4187,100,344.0878,100,239.384,100,335.1086,240,129.9354,240,148.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,100.5,60.60557,100.5,116.2568,100.5,242.8243,100.5,372.9099,100.5,265.3143,100.5,313.6493,100.5,211.3151,100.5,342.1851,100.5,237.9739,100.5,332.9386,241,128.5384,241,150.0511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,101,61.19892,101,116.9869,101,244.8926,101,374.6132,101,265.312,101,313.0188,101,209.4556,101,339.4381,101,237.671,101,331.1108,242,126.4143,242,151.1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,101.5,61.25646,101.5,118.2685,101.5,246.3463,101.5,376.9235,101.5,264.5963,101.5,311.626,101.5,206.795,101.5,337.3289,101.5,238.8958,101.5,330.9652,243,123.036,243,150.3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,102,61.45827,102,120.3089,102,248.5468,102,378.8862,102,261.9118,102,307.4749,102,203.6972,102,335.6812,102,238.8842,102,330.6493,244,119.6424,244,149.7585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,102.5,61.06588,102.5,122.3562,102.5,251.659,102.5,381.2365,102.5,259.103,102.5,303.937,102.5,201.1104,102.5,333.1353,102.5,236.7133,102.5,328.1306,245,116.0894,245,149.2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,103,60.03356,103,124.3723,103,252.6332,103,381.648,103,256.9718,103,301.6342,103,198.9324,103,331.0506,103,234.0911,103,325.249,246,110.8717,246,146.8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,103.5,58.65856,103.5,126.3599,103.5,252.6983,103.5,380.7797,103.5,255.3141,103.5,299.547,103.5,196.8665,103.5,329.5966,103.5,232.2671,103.5,323.6996,247,105.6622,247,145.4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,104,56.44389,104,127.8748,104,253.7199,104,382.1681,104,254.3333,104,298.3922,104,195.3529,104,327.9154,104,230.4641,104,322.3383,248,101.7424,248,144.0843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,104.5,54.17609,104.5,129.1092,104.5,254.3863,104.5,383.7638,104.5,253.517,104.5,297.633,104.5,194.0311,104.5,326.4569,104.5,229.2752,104.5,321.617,249,97.76733,249,142.8157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
